"Subject"	"TrialType"	"numErr"	"GenType"	"Task"	"ConType"	"PrimeType"	"TargetType"	"numTOErr"	"numComErr"	"Observer"	"Effort"	"Attend"	"Anx"
56	"APnumErr_bp"	23	"black_incon"	"AP"	"incongruent"	"black"	"positive"	13	10	"Absent"	7	7	6
57	"APnumErr_bp"	17	"black_incon"	"AP"	"incongruent"	"black"	"positive"	8	9	"Present"	7	6	3
58	"APnumErr_bp"	25	"black_incon"	"AP"	"incongruent"	"black"	"positive"	6	19	"Absent"	4	4	4
59	"APnumErr_bp"	23	"black_incon"	"AP"	"incongruent"	"black"	"positive"	15	8	"Present"	3	3	1
60	"APnumErr_bp"	29	"black_incon"	"AP"	"incongruent"	"black"	"positive"	7	22	"Absent"	7	7	1
61	"APnumErr_bp"	37	"black_incon"	"AP"	"incongruent"	"black"	"positive"	11	26	"Present"	6	7	5
62	"APnumErr_bp"	14	"black_incon"	"AP"	"incongruent"	"black"	"positive"	2	12	"Absent"	6	6	3
63	"APnumErr_bp"	18	"black_incon"	"AP"	"incongruent"	"black"	"positive"	7	11	"Present"	5	6	6
64	"APnumErr_bp"	NA	"black_incon"	"AP"	"incongruent"	"black"	"positive"	NA	NA	"Absent"	2	1	2
65	"APnumErr_bp"	20	"black_incon"	"AP"	"incongruent"	"black"	"positive"	9	11	"Present"	5	4	2
66	"APnumErr_bp"	21	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	17	"Absent"	5	5	6
67	"APnumErr_bp"	17	"black_incon"	"AP"	"incongruent"	"black"	"positive"	3	14	"Present"	7	7	3
68	"APnumErr_bp"	26	"black_incon"	"AP"	"incongruent"	"black"	"positive"	6	20	"Absent"	4	4	3
69	"APnumErr_bp"	20	"black_incon"	"AP"	"incongruent"	"black"	"positive"	12	8	"Present"	5	5	6
70	"APnumErr_bp"	20	"black_incon"	"AP"	"incongruent"	"black"	"positive"	8	12	"Absent"	5	5	5
71	"APnumErr_bp"	17	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	13	"Present"	6	5	5
72	"APnumErr_bp"	24	"black_incon"	"AP"	"incongruent"	"black"	"positive"	7	17	"Absent"	5	6	3
73	"APnumErr_bp"	24	"black_incon"	"AP"	"incongruent"	"black"	"positive"	6	18	"Present"	6	6	5
74	"APnumErr_bp"	18	"black_incon"	"AP"	"incongruent"	"black"	"positive"	12	6	"Absent"	5	5	4
75	"APnumErr_bp"	30	"black_incon"	"AP"	"incongruent"	"black"	"positive"	9	21	"Present"	7	4	5
76	"APnumErr_bp"	16	"black_incon"	"AP"	"incongruent"	"black"	"positive"	9	7	"Absent"	6	5	5
77	"APnumErr_bp"	31	"black_incon"	"AP"	"incongruent"	"black"	"positive"	14	17	"Present"	6	6	5
78	"APnumErr_bp"	23	"black_incon"	"AP"	"incongruent"	"black"	"positive"	14	9	"Absent"	7	7	6
79	"APnumErr_bp"	15	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	10	"Present"	7	7	3
80	"APnumErr_bp"	29	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	24	"Absent"	2	2	3
81	"APnumErr_bp"	20	"black_incon"	"AP"	"incongruent"	"black"	"positive"	8	12	"Present"	7	6	5
82	"APnumErr_bp"	27	"black_incon"	"AP"	"incongruent"	"black"	"positive"	9	18	"Absent"	6	4	3
83	"APnumErr_bp"	20	"black_incon"	"AP"	"incongruent"	"black"	"positive"	11	9	"Present"	6	6	5
84	"APnumErr_bp"	29	"black_incon"	"AP"	"incongruent"	"black"	"positive"	11	18	"Absent"	4	5	3
85	"APnumErr_bp"	12	"black_incon"	"AP"	"incongruent"	"black"	"positive"	1	11	"Present"	6	6	5
86	"APnumErr_bp"	25	"black_incon"	"AP"	"incongruent"	"black"	"positive"	6	19	"Absent"	6	4	4
87	"APnumErr_bp"	24	"black_incon"	"AP"	"incongruent"	"black"	"positive"	21	3	"Present"	7	7	3
88	"APnumErr_bp"	37	"black_incon"	"AP"	"incongruent"	"black"	"positive"	21	16	"Absent"	5	5	7
89	"APnumErr_bp"	15	"black_incon"	"AP"	"incongruent"	"black"	"positive"	12	3	"Present"	5	7	7
90	"APnumErr_bp"	19	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	14	"Absent"	6	6	5
91	"APnumErr_bp"	23	"black_incon"	"AP"	"incongruent"	"black"	"positive"	8	15	"Present"	7	7	4
92	"APnumErr_bp"	13	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	8	"Absent"	6	6	4
93	"APnumErr_bp"	32	"black_incon"	"AP"	"incongruent"	"black"	"positive"	18	14	"Present"	5	5	4
94	"APnumErr_bp"	24	"black_incon"	"AP"	"incongruent"	"black"	"positive"	15	9	"Absent"	5	4	4
95	"APnumErr_bp"	20	"black_incon"	"AP"	"incongruent"	"black"	"positive"	11	9	"Present"	6	7	3
96	"APnumErr_bp"	14	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	10	"Absent"	7	7	4
97	"APnumErr_bp"	20	"black_incon"	"AP"	"incongruent"	"black"	"positive"	9	11	"Present"	7	6	5
98	"APnumErr_bp"	20	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	15	"Absent"	6	6	4
99	"APnumErr_bp"	18	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	13	"Present"	6	5	2
100	"APnumErr_bp"	13	"black_incon"	"AP"	"incongruent"	"black"	"positive"	1	12	"Absent"	6	6	4
101	"APnumErr_bp"	23	"black_incon"	"AP"	"incongruent"	"black"	"positive"	3	20	"Present"	6	5	4
1	"APnumErr_wp"	11	"white_con"	"AP"	"congruent"	"white"	"positive"	0	11	"Present"	7	6	2
2	"APnumErr_wp"	20	"white_con"	"AP"	"congruent"	"white"	"positive"	5	15	"Absent"	6	5	4
3	"APnumErr_wp"	21	"white_con"	"AP"	"congruent"	"white"	"positive"	6	15	"Present"	7	6	5
4	"APnumErr_wp"	33	"white_con"	"AP"	"congruent"	"white"	"positive"	4	29	"Absent"	6	5	2
5	"APnumErr_wp"	21	"white_con"	"AP"	"congruent"	"white"	"positive"	13	8	"Present"	6	5	6
6	"APnumErr_wp"	20	"white_con"	"AP"	"congruent"	"white"	"positive"	0	20	"Absent"	4	4	2
7	"APnumErr_wp"	NA	"white_con"	"AP"	"congruent"	"white"	"positive"	NA	NA	"Present"	4	6	5
8	"APnumErr_wp"	18	"white_con"	"AP"	"congruent"	"white"	"positive"	8	10	"Absent"	5	3	5
9	"APnumErr_wp"	NA	"white_con"	"AP"	"congruent"	"white"	"positive"	NA	NA	"Present"	5	4	4
10	"APnumErr_wp"	20	"white_con"	"AP"	"congruent"	"white"	"positive"	7	13	"Absent"	7	7	7
11	"APnumErr_wp"	8	"white_con"	"AP"	"congruent"	"white"	"positive"	3	5	"Present"	6	6	4
12	"APnumErr_wp"	12	"white_con"	"AP"	"congruent"	"white"	"positive"	0	12	"Absent"	5	5	5
13	"APnumErr_wp"	9	"white_con"	"AP"	"congruent"	"white"	"positive"	1	8	"Present"	7	5	6
14	"APnumErr_wp"	15	"white_con"	"AP"	"congruent"	"white"	"positive"	6	9	"Absent"	6	7	5
15	"APnumErr_wp"	NA	"white_con"	"AP"	"congruent"	"white"	"positive"	NA	NA	"Present"	7	6	5
16	"APnumErr_wp"	7	"white_con"	"AP"	"congruent"	"white"	"positive"	3	4	"Absent"	6	6	5
17	"APnumErr_wp"	25	"white_con"	"AP"	"congruent"	"white"	"positive"	0	25	"Present"	7	7	3
18	"APnumErr_wp"	23	"white_con"	"AP"	"congruent"	"white"	"positive"	10	13	"Absent"	5	6	7
19	"APnumErr_wp"	6	"white_con"	"AP"	"congruent"	"white"	"positive"	5	1	"Present"	7	7	4
20	"APnumErr_wp"	3	"white_con"	"AP"	"congruent"	"white"	"positive"	0	3	"Absent"	7	7	6
21	"APnumErr_wp"	7	"white_con"	"AP"	"congruent"	"white"	"positive"	4	3	"Present"	5	4	4
22	"APnumErr_wp"	12	"white_con"	"AP"	"congruent"	"white"	"positive"	2	10	"Absent"	7	7	7
23	"APnumErr_wp"	10	"white_con"	"AP"	"congruent"	"white"	"positive"	5	5	"Present"	7	6	3
24	"APnumErr_wp"	13	"white_con"	"AP"	"congruent"	"white"	"positive"	4	9	"Absent"	7	6	2
25	"APnumErr_wp"	14	"white_con"	"AP"	"congruent"	"white"	"positive"	10	4	"Present"	6	5	4
26	"APnumErr_wp"	10	"white_con"	"AP"	"congruent"	"white"	"positive"	4	6	"Absent"	6	7	6
27	"APnumErr_wp"	30	"white_con"	"AP"	"congruent"	"white"	"positive"	19	11	"Present"	6	7	7
28	"APnumErr_wp"	19	"white_con"	"AP"	"congruent"	"white"	"positive"	12	7	"Absent"	4	4	3
29	"APnumErr_wp"	25	"white_con"	"AP"	"congruent"	"white"	"positive"	8	17	"Present"	6	5	6
30	"APnumErr_wp"	14	"white_con"	"AP"	"congruent"	"white"	"positive"	3	11	"Absent"	7	5	2
31	"APnumErr_wp"	30	"white_con"	"AP"	"congruent"	"white"	"positive"	5	25	"Present"	6	4	6
32	"APnumErr_wp"	25	"white_con"	"AP"	"congruent"	"white"	"positive"	11	14	"Absent"	7	6	5
33	"APnumErr_wp"	10	"white_con"	"AP"	"congruent"	"white"	"positive"	4	6	"Present"	5	3	7
34	"APnumErr_wp"	NA	"white_con"	"AP"	"congruent"	"white"	"positive"	NA	NA	"Absent"	4	3	1
35	"APnumErr_wp"	19	"white_con"	"AP"	"congruent"	"white"	"positive"	7	12	"Present"	7	7	6
36	"APnumErr_wp"	NA	"white_con"	"AP"	"congruent"	"white"	"positive"	NA	NA	"Absent"	7	5	6
37	"APnumErr_wp"	5	"white_con"	"AP"	"congruent"	"white"	"positive"	1	4	"Present"	5	5	3
38	"APnumErr_wp"	20	"white_con"	"AP"	"congruent"	"white"	"positive"	8	12	"Absent"	5	4	4
39	"APnumErr_wp"	NA	"white_con"	"AP"	"congruent"	"white"	"positive"	NA	NA	"Present"	5	3	7
40	"APnumErr_wp"	30	"white_con"	"AP"	"congruent"	"white"	"positive"	7	23	"Absent"	7	6	6
41	"APnumErr_wp"	19	"white_con"	"AP"	"congruent"	"white"	"positive"	6	13	"Present"	5	6	5
42	"APnumErr_wp"	14	"white_con"	"AP"	"congruent"	"white"	"positive"	9	5	"Absent"	6	7	2
43	"APnumErr_wp"	22	"white_con"	"AP"	"congruent"	"white"	"positive"	7	15	"Present"	6	5	6
44	"APnumErr_wp"	16	"white_con"	"AP"	"congruent"	"white"	"positive"	6	10	"Absent"	5	4	6
45	"APnumErr_wp"	7	"white_con"	"AP"	"congruent"	"white"	"positive"	5	2	"Present"	7	7	5
46	"APnumErr_wp"	9	"white_con"	"AP"	"congruent"	"white"	"positive"	5	4	"Absent"	6	5	6
47	"APnumErr_wp"	13	"white_con"	"AP"	"congruent"	"white"	"positive"	5	8	"Present"	6	6	5
48	"APnumErr_wp"	27	"white_con"	"AP"	"congruent"	"white"	"positive"	13	14	"Absent"	6	7	5
49	"APnumErr_wp"	11	"white_con"	"AP"	"congruent"	"white"	"positive"	1	10	"Present"	6	6	6
50	"APnumErr_wp"	19	"white_con"	"AP"	"congruent"	"white"	"positive"	1	18	"Absent"	7	6	4
51	"APnumErr_wp"	9	"white_con"	"AP"	"congruent"	"white"	"positive"	6	3	"Present"	6	7	5
52	"APnumErr_wp"	15	"white_con"	"AP"	"congruent"	"white"	"positive"	1	14	"Absent"	6	7	6
53	"APnumErr_wp"	NA	"white_con"	"AP"	"congruent"	"white"	"positive"	NA	NA	"Present"	NA	NA	NA
54	"APnumErr_wp"	19	"white_con"	"AP"	"congruent"	"white"	"positive"	3	16	"Absent"	6	4	2
55	"APnumErr_wp"	27	"white_con"	"AP"	"congruent"	"white"	"positive"	5	22	"Present"	4	3	6
56	"APnumErr_wp"	15	"white_con"	"AP"	"congruent"	"white"	"positive"	12	3	"Absent"	7	7	6
57	"APnumErr_wp"	9	"white_con"	"AP"	"congruent"	"white"	"positive"	8	1	"Present"	7	6	3
58	"APnumErr_wp"	13	"white_con"	"AP"	"congruent"	"white"	"positive"	5	8	"Absent"	4	4	4
59	"APnumErr_wp"	33	"white_con"	"AP"	"congruent"	"white"	"positive"	20	13	"Present"	3	3	1
60	"APnumErr_wp"	22	"white_con"	"AP"	"congruent"	"white"	"positive"	7	15	"Absent"	7	7	1
61	"APnumErr_wp"	23	"white_con"	"AP"	"congruent"	"white"	"positive"	12	11	"Present"	6	7	5
62	"APnumErr_wp"	7	"white_con"	"AP"	"congruent"	"white"	"positive"	2	5	"Absent"	6	6	3
63	"APnumErr_wp"	14	"white_con"	"AP"	"congruent"	"white"	"positive"	13	1	"Present"	5	6	6
64	"APnumErr_wp"	NA	"white_con"	"AP"	"congruent"	"white"	"positive"	NA	NA	"Absent"	2	1	2
65	"APnumErr_wp"	28	"white_con"	"AP"	"congruent"	"white"	"positive"	9	19	"Present"	5	4	2
66	"APnumErr_wp"	17	"white_con"	"AP"	"congruent"	"white"	"positive"	2	15	"Absent"	5	5	6
67	"APnumErr_wp"	13	"white_con"	"AP"	"congruent"	"white"	"positive"	4	9	"Present"	7	7	3
68	"APnumErr_wp"	18	"white_con"	"AP"	"congruent"	"white"	"positive"	2	16	"Absent"	4	4	3
69	"APnumErr_wp"	15	"white_con"	"AP"	"congruent"	"white"	"positive"	9	6	"Present"	5	5	6
70	"APnumErr_wp"	7	"white_con"	"AP"	"congruent"	"white"	"positive"	2	5	"Absent"	5	5	5
71	"APnumErr_wp"	10	"white_con"	"AP"	"congruent"	"white"	"positive"	2	8	"Present"	6	5	5
72	"APnumErr_wp"	17	"white_con"	"AP"	"congruent"	"white"	"positive"	10	7	"Absent"	5	6	3
73	"APnumErr_wp"	17	"white_con"	"AP"	"congruent"	"white"	"positive"	7	10	"Present"	6	6	5
74	"APnumErr_wp"	13	"white_con"	"AP"	"congruent"	"white"	"positive"	8	5	"Absent"	5	5	4
75	"APnumErr_wp"	20	"white_con"	"AP"	"congruent"	"white"	"positive"	8	12	"Present"	7	4	5
76	"APnumErr_wp"	8	"white_con"	"AP"	"congruent"	"white"	"positive"	3	5	"Absent"	6	5	5
77	"APnumErr_wp"	23	"white_con"	"AP"	"congruent"	"white"	"positive"	15	8	"Present"	6	6	5
78	"APnumErr_wp"	21	"white_con"	"AP"	"congruent"	"white"	"positive"	10	11	"Absent"	7	7	6
79	"APnumErr_wp"	13	"white_con"	"AP"	"congruent"	"white"	"positive"	4	9	"Present"	7	7	3
80	"APnumErr_wp"	19	"white_con"	"AP"	"congruent"	"white"	"positive"	0	19	"Absent"	2	2	3
81	"APnumErr_wp"	16	"white_con"	"AP"	"congruent"	"white"	"positive"	6	10	"Present"	7	6	5
82	"APnumErr_wp"	30	"white_con"	"AP"	"congruent"	"white"	"positive"	10	20	"Absent"	6	4	3
83	"APnumErr_wp"	18	"white_con"	"AP"	"congruent"	"white"	"positive"	7	11	"Present"	6	6	5
84	"APnumErr_wp"	19	"white_con"	"AP"	"congruent"	"white"	"positive"	4	15	"Absent"	4	5	3
85	"APnumErr_wp"	8	"white_con"	"AP"	"congruent"	"white"	"positive"	2	6	"Present"	6	6	5
86	"APnumErr_wp"	17	"white_con"	"AP"	"congruent"	"white"	"positive"	3	14	"Absent"	6	4	4
87	"APnumErr_wp"	28	"white_con"	"AP"	"congruent"	"white"	"positive"	23	5	"Present"	7	7	3
88	"APnumErr_wp"	30	"white_con"	"AP"	"congruent"	"white"	"positive"	16	14	"Absent"	5	5	7
89	"APnumErr_wp"	15	"white_con"	"AP"	"congruent"	"white"	"positive"	12	3	"Present"	5	7	7
90	"APnumErr_wp"	16	"white_con"	"AP"	"congruent"	"white"	"positive"	4	12	"Absent"	6	6	5
91	"APnumErr_wp"	13	"white_con"	"AP"	"congruent"	"white"	"positive"	8	5	"Present"	7	7	4
92	"APnumErr_wp"	10	"white_con"	"AP"	"congruent"	"white"	"positive"	4	6	"Absent"	6	6	4
93	"APnumErr_wp"	7	"white_con"	"AP"	"congruent"	"white"	"positive"	7	0	"Present"	5	5	4
94	"APnumErr_wp"	12	"white_con"	"AP"	"congruent"	"white"	"positive"	9	3	"Absent"	5	4	4
95	"APnumErr_wp"	10	"white_con"	"AP"	"congruent"	"white"	"positive"	6	4	"Present"	6	7	3
96	"APnumErr_wp"	11	"white_con"	"AP"	"congruent"	"white"	"positive"	3	8	"Absent"	7	7	4
97	"APnumErr_wp"	14	"white_con"	"AP"	"congruent"	"white"	"positive"	8	6	"Present"	7	6	5
98	"APnumErr_wp"	16	"white_con"	"AP"	"congruent"	"white"	"positive"	2	14	"Absent"	6	6	4
99	"APnumErr_wp"	13	"white_con"	"AP"	"congruent"	"white"	"positive"	3	10	"Present"	6	5	2
100	"APnumErr_wp"	9	"white_con"	"AP"	"congruent"	"white"	"positive"	1	8	"Absent"	6	6	4
101	"APnumErr_wp"	11	"white_con"	"AP"	"congruent"	"white"	"positive"	3	8	"Present"	6	5	4
1	"APnumErr_bn"	37	"black_con"	"AP"	"congruent"	"black"	"negative"	3	34	"Present"	7	6	2
2	"APnumErr_bn"	17	"black_con"	"AP"	"congruent"	"black"	"negative"	1	16	"Absent"	6	5	4
3	"APnumErr_bn"	28	"black_con"	"AP"	"congruent"	"black"	"negative"	7	21	"Present"	7	6	5
4	"APnumErr_bn"	26	"black_con"	"AP"	"congruent"	"black"	"negative"	9	17	"Absent"	6	5	2
5	"APnumErr_bn"	16	"black_con"	"AP"	"congruent"	"black"	"negative"	9	7	"Present"	6	5	6
6	"APnumErr_bn"	30	"black_con"	"AP"	"congruent"	"black"	"negative"	0	30	"Absent"	4	4	2
7	"APnumErr_bn"	NA	"black_con"	"AP"	"congruent"	"black"	"negative"	NA	NA	"Present"	4	6	5
8	"APnumErr_bn"	27	"black_con"	"AP"	"congruent"	"black"	"negative"	10	17	"Absent"	5	3	5
9	"APnumErr_bn"	NA	"black_con"	"AP"	"congruent"	"black"	"negative"	NA	NA	"Present"	5	4	4
10	"APnumErr_bn"	15	"black_con"	"AP"	"congruent"	"black"	"negative"	7	8	"Absent"	7	7	7
11	"APnumErr_bn"	9	"black_con"	"AP"	"congruent"	"black"	"negative"	5	4	"Present"	6	6	4
12	"APnumErr_bn"	28	"black_con"	"AP"	"congruent"	"black"	"negative"	0	28	"Absent"	5	5	5
13	"APnumErr_bn"	10	"black_con"	"AP"	"congruent"	"black"	"negative"	7	3	"Present"	7	5	6
14	"APnumErr_bn"	17	"black_con"	"AP"	"congruent"	"black"	"negative"	5	12	"Absent"	6	7	5
15	"APnumErr_bn"	NA	"black_con"	"AP"	"congruent"	"black"	"negative"	NA	NA	"Present"	7	6	5
16	"APnumErr_bn"	19	"black_con"	"AP"	"congruent"	"black"	"negative"	15	4	"Absent"	6	6	5
17	"APnumErr_bn"	25	"black_con"	"AP"	"congruent"	"black"	"negative"	3	22	"Present"	7	7	3
18	"APnumErr_bn"	33	"black_con"	"AP"	"congruent"	"black"	"negative"	13	20	"Absent"	5	6	7
19	"APnumErr_bn"	18	"black_con"	"AP"	"congruent"	"black"	"negative"	14	4	"Present"	7	7	4
20	"APnumErr_bn"	2	"black_con"	"AP"	"congruent"	"black"	"negative"	1	1	"Absent"	7	7	6
21	"APnumErr_bn"	14	"black_con"	"AP"	"congruent"	"black"	"negative"	6	8	"Present"	5	4	4
22	"APnumErr_bn"	24	"black_con"	"AP"	"congruent"	"black"	"negative"	3	21	"Absent"	7	7	7
23	"APnumErr_bn"	11	"black_con"	"AP"	"congruent"	"black"	"negative"	6	5	"Present"	7	6	3
24	"APnumErr_bn"	10	"black_con"	"AP"	"congruent"	"black"	"negative"	2	8	"Absent"	7	6	2
25	"APnumErr_bn"	18	"black_con"	"AP"	"congruent"	"black"	"negative"	12	6	"Present"	6	5	4
26	"APnumErr_bn"	13	"black_con"	"AP"	"congruent"	"black"	"negative"	11	2	"Absent"	6	7	6
27	"APnumErr_bn"	22	"black_con"	"AP"	"congruent"	"black"	"negative"	20	2	"Present"	6	7	7
28	"APnumErr_bn"	29	"black_con"	"AP"	"congruent"	"black"	"negative"	15	14	"Absent"	4	4	3
29	"APnumErr_bn"	20	"black_con"	"AP"	"congruent"	"black"	"negative"	10	10	"Present"	6	5	6
30	"APnumErr_bn"	16	"black_con"	"AP"	"congruent"	"black"	"negative"	5	11	"Absent"	7	5	2
31	"APnumErr_bn"	21	"black_con"	"AP"	"congruent"	"black"	"negative"	12	9	"Present"	6	4	6
32	"APnumErr_bn"	32	"black_con"	"AP"	"congruent"	"black"	"negative"	17	15	"Absent"	7	6	5
33	"APnumErr_bn"	17	"black_con"	"AP"	"congruent"	"black"	"negative"	9	8	"Present"	5	3	7
34	"APnumErr_bn"	NA	"black_con"	"AP"	"congruent"	"black"	"negative"	NA	NA	"Absent"	4	3	1
35	"APnumErr_bn"	19	"black_con"	"AP"	"congruent"	"black"	"negative"	4	15	"Present"	7	7	6
36	"APnumErr_bn"	NA	"black_con"	"AP"	"congruent"	"black"	"negative"	NA	NA	"Absent"	7	5	6
37	"APnumErr_bn"	7	"black_con"	"AP"	"congruent"	"black"	"negative"	2	5	"Present"	5	5	3
38	"APnumErr_bn"	4	"black_con"	"AP"	"congruent"	"black"	"negative"	3	1	"Absent"	5	4	4
39	"APnumErr_bn"	NA	"black_con"	"AP"	"congruent"	"black"	"negative"	NA	NA	"Present"	5	3	7
40	"APnumErr_bn"	14	"black_con"	"AP"	"congruent"	"black"	"negative"	2	12	"Absent"	7	6	6
41	"APnumErr_bn"	14	"black_con"	"AP"	"congruent"	"black"	"negative"	7	7	"Present"	5	6	5
42	"APnumErr_bn"	23	"black_con"	"AP"	"congruent"	"black"	"negative"	11	12	"Absent"	6	7	2
43	"APnumErr_bn"	16	"black_con"	"AP"	"congruent"	"black"	"negative"	7	9	"Present"	6	5	6
44	"APnumErr_bn"	12	"black_con"	"AP"	"congruent"	"black"	"negative"	6	6	"Absent"	5	4	6
45	"APnumErr_bn"	13	"black_con"	"AP"	"congruent"	"black"	"negative"	9	4	"Present"	7	7	5
46	"APnumErr_bn"	16	"black_con"	"AP"	"congruent"	"black"	"negative"	10	6	"Absent"	6	5	6
47	"APnumErr_bn"	25	"black_con"	"AP"	"congruent"	"black"	"negative"	6	19	"Present"	6	6	5
48	"APnumErr_bn"	30	"black_con"	"AP"	"congruent"	"black"	"negative"	13	17	"Absent"	6	7	5
49	"APnumErr_bn"	18	"black_con"	"AP"	"congruent"	"black"	"negative"	5	13	"Present"	6	6	6
50	"APnumErr_bn"	20	"black_con"	"AP"	"congruent"	"black"	"negative"	2	18	"Absent"	7	6	4
51	"APnumErr_bn"	16	"black_con"	"AP"	"congruent"	"black"	"negative"	13	3	"Present"	6	7	5
52	"APnumErr_bn"	15	"black_con"	"AP"	"congruent"	"black"	"negative"	3	12	"Absent"	6	7	6
53	"APnumErr_bn"	NA	"black_con"	"AP"	"congruent"	"black"	"negative"	NA	NA	"Present"	NA	NA	NA
54	"APnumErr_bn"	8	"black_con"	"AP"	"congruent"	"black"	"negative"	2	6	"Absent"	6	4	2
55	"APnumErr_bn"	16	"black_con"	"AP"	"congruent"	"black"	"negative"	4	12	"Present"	4	3	6
56	"APnumErr_bn"	14	"black_con"	"AP"	"congruent"	"black"	"negative"	12	2	"Absent"	7	7	6
57	"APnumErr_bn"	9	"black_con"	"AP"	"congruent"	"black"	"negative"	6	3	"Present"	7	6	3
58	"APnumErr_bn"	15	"black_con"	"AP"	"congruent"	"black"	"negative"	6	9	"Absent"	4	4	4
59	"APnumErr_bn"	36	"black_con"	"AP"	"congruent"	"black"	"negative"	17	19	"Present"	3	3	1
60	"APnumErr_bn"	21	"black_con"	"AP"	"congruent"	"black"	"negative"	6	15	"Absent"	7	7	1
61	"APnumErr_bn"	24	"black_con"	"AP"	"congruent"	"black"	"negative"	11	13	"Present"	6	7	5
62	"APnumErr_bn"	10	"black_con"	"AP"	"congruent"	"black"	"negative"	6	4	"Absent"	6	6	3
63	"APnumErr_bn"	30	"black_con"	"AP"	"congruent"	"black"	"negative"	15	15	"Present"	5	6	6
64	"APnumErr_bn"	NA	"black_con"	"AP"	"congruent"	"black"	"negative"	NA	NA	"Absent"	2	1	2
65	"APnumErr_bn"	17	"black_con"	"AP"	"congruent"	"black"	"negative"	9	8	"Present"	5	4	2
66	"APnumErr_bn"	20	"black_con"	"AP"	"congruent"	"black"	"negative"	7	13	"Absent"	5	5	6
67	"APnumErr_bn"	17	"black_con"	"AP"	"congruent"	"black"	"negative"	4	13	"Present"	7	7	3
68	"APnumErr_bn"	19	"black_con"	"AP"	"congruent"	"black"	"negative"	8	11	"Absent"	4	4	3
69	"APnumErr_bn"	15	"black_con"	"AP"	"congruent"	"black"	"negative"	9	6	"Present"	5	5	6
70	"APnumErr_bn"	16	"black_con"	"AP"	"congruent"	"black"	"negative"	2	14	"Absent"	5	5	5
71	"APnumErr_bn"	7	"black_con"	"AP"	"congruent"	"black"	"negative"	4	3	"Present"	6	5	5
72	"APnumErr_bn"	23	"black_con"	"AP"	"congruent"	"black"	"negative"	7	16	"Absent"	5	6	3
73	"APnumErr_bn"	16	"black_con"	"AP"	"congruent"	"black"	"negative"	8	8	"Present"	6	6	5
74	"APnumErr_bn"	11	"black_con"	"AP"	"congruent"	"black"	"negative"	7	4	"Absent"	5	5	4
75	"APnumErr_bn"	25	"black_con"	"AP"	"congruent"	"black"	"negative"	4	21	"Present"	7	4	5
76	"APnumErr_bn"	18	"black_con"	"AP"	"congruent"	"black"	"negative"	12	6	"Absent"	6	5	5
77	"APnumErr_bn"	7	"black_con"	"AP"	"congruent"	"black"	"negative"	5	2	"Present"	6	6	5
78	"APnumErr_bn"	15	"black_con"	"AP"	"congruent"	"black"	"negative"	9	6	"Absent"	7	7	6
79	"APnumErr_bn"	17	"black_con"	"AP"	"congruent"	"black"	"negative"	8	9	"Present"	7	7	3
80	"APnumErr_bn"	10	"black_con"	"AP"	"congruent"	"black"	"negative"	3	7	"Absent"	2	2	3
81	"APnumErr_bn"	20	"black_con"	"AP"	"congruent"	"black"	"negative"	8	12	"Present"	7	6	5
82	"APnumErr_bn"	31	"black_con"	"AP"	"congruent"	"black"	"negative"	7	24	"Absent"	6	4	3
83	"APnumErr_bn"	20	"black_con"	"AP"	"congruent"	"black"	"negative"	14	6	"Present"	6	6	5
84	"APnumErr_bn"	27	"black_con"	"AP"	"congruent"	"black"	"negative"	5	22	"Absent"	4	5	3
85	"APnumErr_bn"	14	"black_con"	"AP"	"congruent"	"black"	"negative"	7	7	"Present"	6	6	5
86	"APnumErr_bn"	20	"black_con"	"AP"	"congruent"	"black"	"negative"	5	15	"Absent"	6	4	4
87	"APnumErr_bn"	30	"black_con"	"AP"	"congruent"	"black"	"negative"	24	6	"Present"	7	7	3
88	"APnumErr_bn"	26	"black_con"	"AP"	"congruent"	"black"	"negative"	12	14	"Absent"	5	5	7
89	"APnumErr_bn"	19	"black_con"	"AP"	"congruent"	"black"	"negative"	16	3	"Present"	5	7	7
90	"APnumErr_bn"	27	"black_con"	"AP"	"congruent"	"black"	"negative"	5	22	"Absent"	6	6	5
91	"APnumErr_bn"	26	"black_con"	"AP"	"congruent"	"black"	"negative"	8	18	"Present"	7	7	4
92	"APnumErr_bn"	21	"black_con"	"AP"	"congruent"	"black"	"negative"	8	13	"Absent"	6	6	4
93	"APnumErr_bn"	23	"black_con"	"AP"	"congruent"	"black"	"negative"	14	9	"Present"	5	5	4
94	"APnumErr_bn"	12	"black_con"	"AP"	"congruent"	"black"	"negative"	6	6	"Absent"	5	4	4
95	"APnumErr_bn"	18	"black_con"	"AP"	"congruent"	"black"	"negative"	11	7	"Present"	6	7	3
96	"APnumErr_bn"	8	"black_con"	"AP"	"congruent"	"black"	"negative"	1	7	"Absent"	7	7	4
